route_id,service_id,trip_id,trip_headsign,block_id,trip_short_name,direction_id,shape_id,bikes_allowed
②_A,平日,平日_17時59分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,平日,平日_18時00分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,平日,平日_18時07分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,平日,平日_18時07分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,平日,平日_18時13分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,平日,平日_18時14分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,平日,平日_18時21分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,平日,平日_18時21分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,平日,平日_18時27分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,平日,平日_18時28分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,平日,平日_18時35分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,平日,平日_18時35分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,平日,平日_18時41分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,平日,平日_18時42分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,平日,平日_18時49分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
⑤_A,平日,平日_18時49分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,平日,平日_18時55分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,平日,平日_18時56分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,平日,平日_19時02分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,平日,平日_19時05分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,平日,平日_19時08分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,平日,平日_19時10分_系統5-1-10,駒場車庫前,,,,5-1-10,0
⑤_A,平日,平日_19時16分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
⑤_A,平日,平日_19時20分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,平日,平日_19時22分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,平日,平日_19時24分_系統5-1-10,駒場車庫前,,,,5-1-10,0
⑤_A,平日,平日_19時30分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,平日,平日_19時35分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,平日,平日_19時36分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,平日,平日_19時39分_系統5-1-10,駒場車庫前,,,,5-1-10,0
⑤_A,平日,平日_19時45分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
⑤_A,平日,平日_19時50分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,平日,平日_19時54分_系統5-1-10,駒場車庫前,,,,5-1-10,0
②_A,平日,平日_19時55分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
②_A,平日,平日_19時58分_系統2-1-5,駒場車庫前,,,,2-1-5,0
②_A,平日,平日_20時05分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
⑤_A,平日,平日_20時08分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,平日,平日_20時11分_系統2-1-5,駒場車庫前,,,,2-1-5,0
⑤_A,平日,平日_20時20分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,平日,平日_20時22分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
②_A,平日,平日_20時25分_系統2-1-5,駒場車庫前,,,,2-1-5,0
⑤_A,平日,平日_20時38分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,平日,平日_20時40分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,平日,平日_20時44分_系統2-1-5,駒場車庫前,,,,2-1-5,0
②_A,平日,平日_20時52分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,平日,平日_21時00分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,平日,平日_21時08分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,平日,平日_21時25分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,平日,平日_21時27分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,平日,平日_21時28分_系統5-1-10,駒場車庫前,,,,5-1-10,0
⑤_A,平日,平日_21時45分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,平日,平日_21時48分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
⑤_A,平日,平日_21時58分_系統5-1-10,駒場車庫前,,,,5-1-10,0
②_A,平日,平日_22時12分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
②_A,平日,平日_22時18分_系統2-1-5,駒場車庫前,,,,2-1-5,0
⑤_A,平日,平日_22時33分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
⑤_A,平日,平日_22時38分_系統5-1-10,駒場車庫前,,,,5-1-10,0
②_A,平日,平日_23時03分_系統2-1-5,駒場車庫前,,,,2-1-5,0
⑤_A,平日,平日_23時23分_系統5-1-10,駒場車庫前,,,,5-1-10,0
⑤_A,土日祝,土日祝_06時07分_系統5-1-9,湯の川,,,,5-1-9,0
⑤_A,土日祝,土日祝_06時13分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_06時14分_系統5-1-4,末広町（五稜郭公園前・函館駅前・十字街 経由）,,,,5-1-4,0
②_A,土日祝,土日祝_06時18分_系統2-1-4,湯の川,,,,2-1-4,0
②_A,土日祝,土日祝_06時24分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
⑤_A,土日祝,土日祝_06時25分_系統5-1-9,湯の川,,,,5-1-9,0
⑤_A,土日祝,土日祝_06時31分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,土日祝,土日祝_06時32分_系統2-1-4,湯の川,,,,2-1-4,0
②_A,土日祝,土日祝_06時38分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
⑤_A,土日祝,土日祝_06時39分_系統5-1-9,湯の川,,,,5-1-9,0
⑤_A,土日祝,土日祝_06時45分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,土日祝,土日祝_06時46分_系統2-1-4,湯の川,,,,2-1-4,0
⑤_A,土日祝,土日祝_06時50分_系統5-1-8,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-8,0
⑤_A,土日祝,土日祝_06時52分_系統5-1-9,湯の川,,,,5-1-9,0
②_A,土日祝,土日祝_06時52分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_06時58分_系統2-1-4,湯の川,,,,2-1-4,0
⑤_A,土日祝,土日祝_06時58分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
⑤_A,土日祝,土日祝_06時58分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_07時05分_系統5-1-9,湯の川,,,,5-1-9,0
②_A,土日祝,土日祝_07時05分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_07時11分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_07時12分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,土日祝,土日祝_07時12分_系統2-1-4,湯の川,,,,2-1-4,0
⑤_A,土日祝,土日祝_07時19分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
⑤_A,土日祝,土日祝_07時19分_系統5-1-9,湯の川,,,,5-1-9,0
②_A,土日祝,土日祝_07時19分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_07時25分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_07時26分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_07時33分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_07時33分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
⑤_A,土日祝,土日祝_07時33分_系統5-1-9,湯の川,,,,5-1-9,0
②_A,土日祝,土日祝_07時39分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_07時40分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,土日祝,土日祝_07時47分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
⑤_A,土日祝,土日祝_07時47分_系統5-1-9,湯の川,,,,5-1-9,0
⑤_A,土日祝,土日祝_07時47分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_07時53分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_07時54分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,土日祝,土日祝_08時01分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
⑤_A,土日祝,土日祝_08時01分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_08時07分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_08時08分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,土日祝,土日祝_08時15分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
⑤_A,土日祝,土日祝_08時15分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_08時21分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_08時22分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_08時29分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_08時30分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_08時34分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_08時38分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_08時42分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_08時46分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_08時49分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_08時54分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_08時58分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_09時02分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_09時05分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_09時10分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
②_A,土日祝,土日祝_09時14分_系統2-1-5,駒場車庫前,,,,2-1-5,0
⑤_A,土日祝,土日祝_09時14分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_09時18分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_09時21分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_09時26分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_09時30分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_09時34分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_09時37分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_09時42分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_09時46分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_09時50分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_09時53分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_09時58分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_10時02分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_10時06分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_10時09分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_10時14分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_10時18分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_10時22分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_10時25分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_10時30分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_10時34分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_10時38分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_10時41分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_10時46分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_10時50分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_10時54分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_10時57分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_11時02分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_11時06分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_11時10分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_11時13分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_11時18分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_11時22分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_11時26分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_11時29分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_11時34分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_11時38分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_11時42分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_11時45分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_11時50分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_11時54分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_11時58分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_12時01分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_12時06分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_12時10分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_12時14分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_12時17分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_12時22分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_12時26分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_12時30分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_12時33分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_12時38分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_12時42分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_12時46分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_12時49分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_12時54分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_12時58分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_13時02分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_13時05分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_13時10分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_13時14分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_13時18分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_13時21分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_13時26分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_13時30分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_13時34分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_13時37分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_13時42分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_13時46分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_13時50分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_13時53分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_13時58分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_14時02分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_14時06分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_14時09分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_14時14分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_14時18分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_14時22分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_14時25分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_14時30分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_14時34分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_14時38分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
②_A,土日祝,土日祝_14時41分_系統2-1-3,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,2-1-3,0
⑤_A,土日祝,土日祝_14時46分_系統5-1-1,函館どつく前（五稜郭公園前・函館駅前・十字街・末広町 経由）,,,,5-1-1,0
⑤_A,土日祝,土日祝_14時50分_系統5-1-5,湯の川（十字街・函館駅前・五稜郭公園前・競馬場前 経由）,,,,5-1-5,0
②_A,土日祝,土日祝_14時54分_系統2-1-1,谷地頭（五稜郭公園前・函館駅前・十字街・宝来町 経由）,,,,2-1-1,0
